Nr_Proby;Algorytm;Struktura;Typ_Danych;Rozmiar;Pivot;Shell_Option;Czas_ms
50;ShellSort;Lista jednokierunkowa;int;50000;NULL;Option 2;283645

SREDNIA;;;;; ; ;287623
1;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,37239e+06
2;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,35942e+06
3;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,44342e+06
4;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,36944e+06
5;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,47698e+06
6;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,45524e+06
7;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,48953e+06
8;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,32191e+06
9;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,41041e+06
10;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,45537e+06
11;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,34906e+06
12;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,33615e+06
13;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,44842e+06
14;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,38087e+06
15;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,43143e+06
16;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,52261e+06
17;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,63655e+06
18;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,45652e+06
19;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,5693e+06
20;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,73819e+06
21;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;4,22071e+06
22;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,40897e+06
23;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,40005e+06
24;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;2,02129e+06
25;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,52843e+06
26;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,46914e+06
27;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,36354e+06
28;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,45606e+06
29;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,4392e+06
30;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,34752e+06
31;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,29674e+06
32;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,3917e+06
33;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,38133e+06
34;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,40447e+06
35;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,58566e+06
36;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,4729e+06
37;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,45052e+06
38;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,56042e+06
39;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,44563e+06
40;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,47285e+06
41;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,37902e+06
42;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,41250e+06
43;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,38540e+06
44;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,45020e+06
45;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,39980e+06
46;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,42110e+06
47;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,48560e+06
48;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,36740e+06
49;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,44230e+06
50;ShellSort;Lista jednokierunkowa;int;100000;NULL;Option 2;1,40890e+06
SREDNIA;;;;; ; ;1,50261e+06

1;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;3298,25
2;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5834,74
3;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;4399,83
4;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;4069,14
5;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;4706,6
6;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6330,58
7;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6038,17
8;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5626,01
9;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5847,76
10;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5341,31
11;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;7172,72
12;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6140,08
13;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6811,24
14;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6338,62
15;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6907,45
16;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6819,8
17;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6521,99
18;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;4947,86
19;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;3480,39
20;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;3557,28
21;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;3316,82
22;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;3339,39
23;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;3118,54
24;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;3538,35
25;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;3947,92
26;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;3386,81
27;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;3382,85
28;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5354,84
29;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6352,56
30;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5909,89
31;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6251,02
32;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5793,81
33;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;4729,58
34;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6088,59
35;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6232,41
36;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5596,79
37;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5782,23
38;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5487,98
39;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5436,87
40;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6788,81
41;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;7183,96
42;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6894,25
43;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5793,03
44;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5501,02
45;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5072,88
46;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5629,34
47;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;7532,8
48;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5758,97
49;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;5450,38
50;ShellSort;Lista dwukierunkowa;int;10000;NULL;Option 2;Random;6146,37

SREDNIA;;;;; ; ;5419,78
1;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;47821,8
2;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;47471,1
3;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;52182,2
4;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;48800,6
5;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;52093,4
6;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;41633,7
7;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;43539
8;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;44012,1
9;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;43015,9
10;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;45700,4
11;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;38705,9
12;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;38531,7
13;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;36493,4
14;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;42300,1
15;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;41157,9
16;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;45734
17;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;41171
18;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;40400,6
19;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;39363,5
20;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;49952,7
21;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;43932,5
22;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;41865,4
23;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;41404,2
24;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;52444,9
25;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;38648,9
26;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;41030,8
27;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;42537
28;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;47879,2
29;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;37859,8
30;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;29773
31;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;31297,9
32;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;33926,6
33;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;33437
34;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;34469
35;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;30667,8
36;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;28798,8
37;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;26278,9
38;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;27499,8
39;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;29449,8
40;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;27492,5
41;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;31176,4
42;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;29976
43;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;47836,5
44;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;39242
45;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;30096,4
46;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;27058,5
47;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;28216,6
48;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;28539,1
49;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;27391,1
50;ShellSort;Lista dwukierunkowa;int;25000;NULL;Option 2;Random;28936,1

SREDNIA;;;;; ; ;38384,9
1;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;166854
2;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;155739
3;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;158867
4;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;156937
5;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;165101
6;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;158020
7;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;158306
8;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;157688
9;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;152241
10;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;162041
11;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;155670
12;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;158879
13;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;181193
14;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;154974
15;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;159708
16;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;153150
17;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;175508
18;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;172728
19;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;158347
20;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;151335
21;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;159540
22;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;237539
23;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;213869
24;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;208275
25;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;203386
26;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;223688
27;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;225986
28;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;214386
29;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;234351
30;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;237554
31;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;228261
32;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;226365
33;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;241069
34;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;234847
35;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;243463
36;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;221528
37;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;225732
38;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;228925
39;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;234331
40;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;221035
41;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;207597
42;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;205281
43;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;197672
44;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;261320
45;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;201018
46;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;212399
47;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;211894
48;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;203535
49;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;233190
50;ShellSort;Lista dwukierunkowa;int;50000;NULL;Option 2;Random;203006

SREDNIA;;;;; ; ;196287
1;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,12927e+06
2;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,21239e+06
3;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,02755e+06
4;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,09106e+06
5;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,16792e+06
6;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,10242e+06
7;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,0784e+06
8;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,14612e+06
9;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,16434e+06
10;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,23276e+06
11;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,04359e+06
12;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,04176e+06
13;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,1687e+06
14;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,12901e+06
15;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,13783e+06
16;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,32272e+06
17;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,36969e+06
18;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,26756e+06
19;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,30797e+06
20;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,2544e+06
21;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,34934e+06
22;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,44812e+06
23;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,53522e+06
24;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,40973e+06
25;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,47952e+06
26;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,39821e+06
27;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,27654e+06
28;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,18233e+06
29;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,31567e+06
30;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,44129e+06
31;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,22384e+06
32;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,09756e+06
33;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,35672e+06
34;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,28745e+06
35;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,16329e+06
36;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,40213e+06
37;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,31874e+06
38;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,24988e+06
39;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,37102e+06
40;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,45933e+06
41;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,20567e+06
42;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,13492e+06
43;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,29851e+06
44;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,41276e+06
45;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,26718e+06
46;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,33844e+06
47;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,48912e+06
48;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,21539e+06
49;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,36288e+06
50;ShellSort;Lista dwukierunkowa;int;100000;NULL;Option 2;Random;1,42867e+06

SREDNIA;;;;; ; ;1,26629e+06
